,artist,description,height,image,price,size,title,url_id,width,area,price_sqin,price_class,avg_r_value,avg_g_value,avg_b_value,avg_hue,avg_saturation,avg_value
2859,mark sublette,Edition 2 of 15,20.0,http://ecx.images-amazon.com/images/I/41cEgPKZQqL._QL70_.jpg,1700.0,"[u'20', u'30', u'0.25 in.']","Incoming Storm Shiprock NM,",B00MNWGRDC,30.0,600.0,2.83333333333,3.0,122.35627027,126.176948949,129.713099099,96.4145285285,33.4126366366,132.882102102
2860,asaf kliger,,37.0,http://ecx.images-amazon.com/images/I/51INrtogrML._QL70_.jpg,2600.0,"[u'37', u'44 in.']","Independence,",B00YB7VF0W,44.0,1628.0,1.59705159705,2.0,88.2702029703,69.6904207921,56.2821980198,27.6028663366,97.6741584158,88.6856980198
2861,eric rosenwald,"Close up photograph of a rock in Death Valley National Park, California. Wall-mountable, ready-to-hang print with backing/structure and holes to hang the piece.",20.0,http://ecx.images-amazon.com/images/I/515gOS50IhL._QL70_.jpg,330.0,"[u'20', u'30', u'1.5 in.']","Indian Pass Rock #1,",B00IMR6QT2,30.0,600.0,0.55,1.0,112.947711712,114.855903904,100.856132132,42.0347747748,43.4000780781,117.90793994
2862,eric rosenwald,This photo was taken in the Indian Pass region in the Funeral Mountains of Death Valley National Park,20.0,http://ecx.images-amazon.com/images/I/61gvrYK4dVL._QL70_.jpg,330.0,"[u'20', u'30', u'1.5 in.']","Indian Pass Rock #1,",B01FCW8HAA,30.0,600.0,0.55,1.0,122.765741742,111.011561562,93.7047507508,24.9080720721,66.0235015015,123.906282282
2863,katina desmond,"This is a toned black and white film photograph, limited edition, signed by the artist. This print is 6.5 x 4 inches printed on 11 x 8.5 inch paper. Available in additional sizes. prices upon request. This print is not matted or framed and ships flat. Matting and framing prices available upon request.",6.5,http://ecx.images-amazon.com/images/I/61c%2BiGU8VvL._QL70_.jpg,425.0,"[u'6.5', u'4', u'0.1 in.']","Indigo Raven,",B00DPY3ERO,4.0,26.0,16.3461538462,4.0,133.602448718,141.242378205,176.390788462,113.378455128,105.643275641,176.403923077
2864,lauren bilanko,"Digital fiber print by the American photographer Lauren Bilanko, from the 2005 Leon Eyrie Series, is a contemporary portrait of a young woman. Signed and numbered in pen. Edition Size: 8",20.0,http://ecx.images-amazon.com/images/I/41SFEssYEXL._QL70_.jpg,1500.0,"[u'20', u'16 in.']","Indira from the Leon Eyrie Series,",B00XLYN0VI,16.0,320.0,4.6875,3.0,86.257982906,86.257982906,86.257982906,0.0,0.0,86.257982906
2865,michael filonow,Black and white botanical photograph of a flower,14.0,http://ecx.images-amazon.com/images/I/41cXM8cvq4L._QL70_.jpg,135.0,"[u'14', u'11', u'0.1 in.']","Infrared 3,",B00DPXZF0O,11.0,154.0,0.876623376623,1.0,206.226869333,206.226869333,206.226869333,0.0,0.0,206.226869333
2866,marie-fa lazzari,"Artist : Marie-Fa LAZZARI (French photographer)- Technique : creative photography - Support : on paper ------- My Artistic Approach: For me, photography is the search for an authentic rapport with the world in which I live. Through my perspective which I carry with me in the world, I try to get closer to what is essential to me: remaining. Each image is signed, titled and numbered on the back of the drawing and on the mat by Marie-Fa Lazzari photographer herself realizes his photographic prints.",16.93,http://ecx.images-amazon.com/images/I/5138ItkD3sL._QL70_.jpg,570.0,"[u'16.93', u'0', u'11.42 in.']","Inseparables - (29x43 cm),",B015T9DY0E,11.42,193.3406,2.94816505173,3.0,142.670680473,142.846763314,142.777952663,24.028852071,22.6223727811,144.531781065
2867,frank desantis,Milan: Inside the Duomo,13.0,http://ecx.images-amazon.com/images/I/51brrIaiyvL._QL70_.jpg,388.0,"[u'13', u'9', u'0.1 in.']",Inside the Duomo,B00DPY2D1C,9.0,117.0,3.31623931624,3.0,87.2043303303,71.78596997,60.9812072072,13.4266066066,106.85236036,87.2142282282
2868,joel degrand,"Pittsburgh: A Look Back - Photographs from the 1980's I came back to live in Pittsburgh in 1975. I could see the city was changing and evolving into what would ultimately be called a ""Renaissance"", and I wanted to make a photographic document of this change. In 1980 I received a National Endowment for the Arts grant to photograph this evolutionary process, so I picked up my 8x10 Deardorff camera and started the ""Pittsburgh Project"". This photograph is part of that project. Joel DeGrand © 2009",13.0,http://ecx.images-amazon.com/images/I/51LWoe0RtGL._QL70_.jpg,1500.0,"[u'13', u'19', u'0.3 in.']","Instant Car Wash, Pittsburgh, PA,",B00IRT68F2,19.0,247.0,6.07287449393,3.0,114.825265823,101.503321519,107.875017722,89.2975189873,92.6637367089,132.119083544
2869,timothy pyle,,16.0,http://ecx.images-amazon.com/images/I/41o6VxtfQRL._QL70_.jpg,350.0,"[u'16', u'23 in.']","Interior 2, Westport, CT,",B00JDPAISC,23.0,368.0,0.951086956522,1.0,134.336246246,108.441897898,93.753993994,31.7016636637,85.4320900901,135.508744745
2870,carolyn brown,,60.0,http://ecx.images-amazon.com/images/I/41OSl%2Bq%2BfuL._QL70_.jpg,1800.0,"[u'60', u'24 in.']","Interior Nave, Batalha, Portugal,",B00E45F0CK,24.0,1440.0,1.25,2.0,115.355191011,97.4331910112,75.9224269663,17.295247191,100.587741573,115.382539326
2871,kevin o'connell,"This is a large format photography picture I took in the Interior of the Jacob Henry Mansion in Joliet Illinois. It consists of five multiple exposures on one sheet of film. The total time took 55 minutes of exposure and the use of candle light, reflected shadows through an adjacent window, two types of flashlights, and colored gels. This old mansion had such unique old charm to it, and fit into this series perfectly. International Photography Awards Finalist This limited edition print is signed on the back, unless you specify you want me to sign on the front, and comes with a certificate of authenticity. Custom printed on Canson Infinity 2273 Baryta Photographique Inkjet Paper. In my opinion, the highest professional fine art paper you can buy, with a very heavy fiber count, and wonderful full range of gray scale and color tones. Fine art print only No frame",20.0,http://ecx.images-amazon.com/images/I/51jw1ZYHpvL._QL70_.jpg,561.0,"[u'20', u'17', u'1 in.']","Interior Photography - Timeless,",B00NGE60K6,17.0,340.0,1.65,2.0,59.9363657407,33.4683703704,13.5914259259,19.919625,169.410587963,60.3231435185
2872,daniel ashe,"Dusk sets on the Little Pigeon River, Great Smoky Mountains, TN. FujiColor Archival C-Print",24.0,http://ecx.images-amazon.com/images/I/619ei6zRu%2BL._QL70_.jpg,780.0,"[u'24', u'36', u'0.2 in.']","Interlude,",B01F2PIB6C,36.0,864.0,0.902777777778,1.0,108.375489489,106.977837838,79.2347207207,37.3217297297,103.120882883,113.087513514
2873,william dey,A striking B&W image of a Las Vegas sleek and modern high-rise structure captured by photographer William Dey.,24.0,http://ecx.images-amazon.com/images/I/51-6UfkIBcL._QL70_.jpg,425.0,"[u'24', u'18', u'0.5 in.']","INTERSECTION VEGAS,",B0116ZASFE,18.0,432.0,0.983796296296,1.0,154.363895,154.363895,154.363895,0.0,0.0,154.363895
2874,lorenzo laiken,"All roads lead to Wiscasset, ME. Specs: CAPTION IS PART OF PRINTED PIECE. Signed and Numbered. Edition limited to 100. Printed on acid-free archival paper. Ship all pieces rolled in heavy-duty shipping tube, insured. Ask about other size prints.",14.0,http://ecx.images-amazon.com/images/I/51lSNA0AgbL._QL70_.jpg,140.0,"[u'14', u'11', u'0.1 in.']","Intersections,",B00GWWXYLW,11.0,154.0,0.909090909091,1.0,188.626352645,166.756765743,159.311173804,39.2737481108,62.3372141058,190.912241814
2875,mike grandmaison,"'Intimacy' by Mike Grandmaison Churchill, Manitoba. Canada This was one of the last images I made on my last trip to the low arctic in Churchill on the Hudson Bay Lowlands. I was fortunate to witness a polar bear mother laying under some willows with her two cubs just as the sun was setting below the horizon. A wonderful capture of intimacy. From my book 'Mike Grandmaison's Prairie and Beyond' (2012) Giclé photographic print Printed on Hahnemühle German Etching fine art archival paper Laminated Signed & numbered, limited to 15 Certificate of Authenticity included All materials are archival Prints are securely packed and rolled into a wide tube for safe shipping. Insured courier service is included for all patrons.",20.0,http://ecx.images-amazon.com/images/I/51OdqpRqzTL._QL70_.jpg,1050.0,"[u'20', u'30', u'0.1 in.']","'Intimacy' by Mike Grandmaison,",B01E3MTUW4,30.0,600.0,1.75,2.0,160.281933735,167.103168675,179.009289157,92.7837168675,45.101373494,183.626108434
2876,montgomery gilchrist,"The road to El Calafate, Argentine Patagonia. Archival print on Canson Platine Fiber Rag paper - only 5 printed. This paper preserves the ink for generations and betrays a slight matte finish, adding to the antique look of the photo. Signed and numbered en verso - only 5 printed. This image can be printed larger to accommodate your space; contact me for a quote.",13.0,http://ecx.images-amazon.com/images/I/5112CYJaNJL._QL70_.jpg,130.0,"[u'13', u'19 in.']","Into the Great Wide Open - Color,",B01DMTCY36,19.0,247.0,0.526315789474,1.0,105.483,109.75686747,115.602819277,57.3447710843,71.7535722892,126.674795181
2877,jon glaser,"The black and white tones in this photograph are accentuated by the motion. This movement creates an abstract quality to the image. All images are available in the following sizes: 13x19 unframed on Luster photographic paper - 17x25 unframed on Luster photographic paper - 20x30 Printed on Metallic and Mounted on Plexiglass -$1100 Limited to 9 Artist Proof editions in a particular size. They will be signed and numbered on the back of the image. I print all images using the latest technology, the highest-quality papers, and newest archival inks. Additionally, I include a 5mm white border to ensure proper handling that eliminates the potential for fingerprints.",16.0,http://ecx.images-amazon.com/images/I/51h2iLAihRL._QL70_.jpg,470.0,"[u'16', u'24', u'0.1 in.']","Into the Vortex,",B00DPY2C4K,24.0,384.0,1.22395833333,2.0,125.403531532,125.403531532,125.403531532,0.0,0.0,125.403531532
2878,katina desmond,"Sepia toned black and white film photograph, limited edition signed by the artist. Image is approximately 5.5 x 4 inches, printed on 8.5 x 11 paper size. This print is not matted or framed and ships flat. Matting and framing prices available upon request.",5.5,http://ecx.images-amazon.com/images/I/51tE5xj%2BHwL._QL70_.jpg,425.0,"[u'5.5', u'4', u'0.1 in.']","Introspection,",B00DPY3EHE,4.0,22.0,19.3181818182,4.0,144.749365333,136.332304,131.235466667,11.1270613333,56.2812053333,144.793877333
2879,paul smedberg,"20? x 16? photo remix giclee, signed, numbered, limited edition of 5 As if you could see facets of the scent of these orchids. These flowers seem to exist in more than 3 dimensions. My work starts with photographs. There's nothing in these images that did not begin as light entering a camera. Back in the studio I mingle and compose parts of a number of photographs into a new whole. Each piece of art is signed and numbered by me. Each piece has a unique, registered certificate of authenticity. I do not print the same piece in multiple sizes.",20.0,http://ecx.images-amazon.com/images/I/51Gli0VQiZL._QL70_.jpg,495.0,"[u'20', u'16', u'0.1 in.']","Invigorating an Arrangement,",B016630UK4,16.0,320.0,1.546875,2.0,121.966108216,129.086296593,104.079695391,42.9200681363,79.8121202405,130.276597194
2880,zoriah miller,"A mother carries her child through the streets of Sadir City, Baghdad, Iraq.",18.0,http://ecx.images-amazon.com/images/I/41Vv4F-lLzL._QL70_.jpg,4500.0,"[u'18', u'24 in.']",The Iraqi Mother and Child,B00H275B1C,24.0,432.0,10.4166666667,4.0,55.6377030303,43.3481272727,22.1829878788,19.9476909091,129.590563636,55.8038060606
2881,meg cowell,meg cowell photography series of suspended gowns within 1000 litres of water,52.36,http://ecx.images-amazon.com/images/I/41Esa-TdLpL._QL70_.jpg,2800.0,"[u'52.36', u'0.39', u'36.22 in.']","Iris,",B00S97Q1DG,36.22,1896.4792,1.47642009467,2.0,16.7813872832,12.537867052,8.95783236994,6.48024855491,38.0684913295,16.8982716763
2882,david mccrae,"The history of photography is replete with examples of image capture without a camera. My present focus, 'From a Scanner, Darkly,' with apologies to Philip K. Dick, began when I had no time to work with film. Instead, a scanner and a computer became my substitute for photosensitive materials and a darkroom. The subject matter came from the pantry and the garden. Food and flowers; simple subjects but not mundane, for they feed the body and the mind.",18.0,http://ecx.images-amazon.com/images/I/41pEs4ZdMfL._QL70_.jpg,350.0,"[u'18', u'14', u'0.1 in.']","Iris,",B00LLTB2UG,14.0,252.0,1.38888888889,2.0,24.0284575835,19.9591053985,12.6341542416,22.264874036,64.2009357326,24.3698971722
2883,david mccrae,"The history of photography is replete with examples of image capture without a camera. My present focus, 'From a Scanner, Darkly,' with apologies to Philip K. Dick, began when I had no time to work with film. Instead, a scanner and a computer became my substitute for photosensitive materials and a darkroom. The subject matter came from the pantry and the garden. Food and flowers; simple subjects but not mundane, for they feed the body and the mind.",18.0,http://ecx.images-amazon.com/images/I/31p1NH1UKaL._QL70_.jpg,380.0,"[u'18', u'14', u'0.1 in.']","Iris xiphium 'Blue Magic',",B00DPY1ZFM,14.0,252.0,1.50793650794,2.0,9.17655979644,8.18696183206,12.7636895674,24.622692112,50.875129771,14.2755776081
2884,efrem raimondi,iris flower,39.37,http://ecx.images-amazon.com/images/I/41-5A-hiTDL._QL70_.jpg,3200.0,"[u'39.37', u'30.63', u'0.2 in.']","Iris, 1992,",B00OMA00X6,30.63,1205.9031,2.6536128815,3.0,158.454215938,158.454215938,158.454215938,0.0,0.0,158.454215938
2885,jon glaser,"Red, white, blue and yellow colors were created with movement of the camera. If you look closely at the photograph you can see the flower that helped transform this image into an abstract. All images are available in the following sizes: 13x19 unframed on Luster photographic paper - 17x25 unframed on Luster photographic paper - 20x30 Printed on Metallic and Mounted on Plexiglass -$1100 Limited to 9 artist proof editions in a particular size. They will be signed and numbered on the back of the image. I print all images using the latest technology, the highest-quality papers, and newest archival inks. Additionally, I include a 5mm white border to ensure proper handling that eliminates the potential for fingerprints.",16.0,http://ecx.images-amazon.com/images/I/417bQ7D%2BEiL._QL70_.jpg,470.0,"[u'16', u'24', u'0.1 in.']","Is it the Flag,",B00DPY2CR2,24.0,384.0,1.22395833333,2.0,167.335195195,87.025039039,124.65018018,125.072396396,154.730396396,190.685423423
2886,neil folberg,"Signed, titled, dated and 11 of 17 on recto.",20.0,http://ecx.images-amazon.com/images/I/61SiTE8U1wL._QL70_.jpg,5000.0,"[u'20', u'24 in.']","Is there any Number to His Legions,",B00E59G3WG,24.0,480.0,10.4166666667,4.0,84.0350979381,69.0430103093,35.9374123711,24.6532680412,168.464510309,86.4559845361
2887,kenrou kimura,Premium Lithograph printed on paper.,13.0,http://ecx.images-amazon.com/images/I/41UkUPVXoKL._QL70_.jpg,600.0,"[u'13', u'37 in.']","Island Beach, Maldives, North Indian Ocean,",B01DDXGJXC,37.0,481.0,1.2474012474,2.0,65.970908046,98.4430804598,114.434942529,87.420862069,118.657448276,120.08816092
2888,klaus rossler,B&W / Duotone Panorama signed & numbered limited to 25 all materials archival,12.0,http://ecx.images-amazon.com/images/I/31sTSEYXBiL._QL70_.jpg,540.0,"[u'12', u'28 in.']","Island Of Light,",B00DPY08IM,28.0,336.0,1.60714285714,2.0,106.617526066,105.31664455,106.828701422,95.4692985782,14.5568246445,108.816739336
2889,neil folberg,,12.75,http://ecx.images-amazon.com/images/I/41NjJn1Ih4L._QL70_.jpg,900.0,"[u'12.75', u'19 in.']","Island of Vigur,",B00YB7VLMO,19.0,242.25,3.71517027864,3.0,125.794224,122.944314667,120.922261333,21.2015946667,17.4634773333,125.808074667
2890,rolfe horn,,10.0,http://ecx.images-amazon.com/images/I/41s6PZesj-L._QL70_.jpg,1000.0,"[u'10', u'10', u'0.25 in.']","Island Shrine, Noto, Japan 2004,",B00E7GXTYM,10.0,100.0,10.0,4.0,96.6857446809,95.700187234,92.1327489362,18.7606595745,14.4516553191,96.728906383
